date,signal,long_leg,short_leg,zscore,window_id,selected_pair
2011-11-23,EXIT,-,-,-0.3710440831376191,W04,MSFT-ORCL
2011-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.093493566108943,W04,MSFT-ORCL
2012-03-20,EXIT,-,-,0.48603343042119745,W04,MSFT-ORCL
2012-03-22,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.091157551270687,W04,MSFT-ORCL
2012-04-04,EXIT,-,-,0.23543150735362373,W04,MSFT-ORCL
2012-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0344139329757405,W04,MSFT-ORCL
2012-04-30,EXIT,-,-,0.2776029113874474,W04,MSFT-ORCL
2012-05-10,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5823028149226577,W04,MSFT-ORCL
2012-05-23,EXIT,-,-,0.1018757572412175,W04,MSFT-ORCL
2012-06-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6198597180151855,W04,MSFT-ORCL
2012-09-20,EXIT,-,-,-0.02756785681950792,W04,MSFT-ORCL
2012-10-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0988303152041534,W04,MSFT-ORCL
2012-10-09,EXIT,-,-,-0.4608990386398012,W04,MSFT-ORCL
2012-10-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.733631027499697,W04,MSFT-ORCL
2012-11-02,EXIT,-,-,-0.34334108900733135,W04,MSFT-ORCL
2012-11-13,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1461887084096936,W04,MSFT-ORCL
2013-02-11,EXIT,-,-,-0.4507315034404038,W04,MSFT-ORCL
2013-03-21,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.764858354352212,W04,MSFT-ORCL
2013-08-26,EXIT,-,-,0.3887277138603928,W04,MSFT-ORCL
2013-11-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4745467910831715,W04,MSFT-ORCL
2013-12-18,EXIT,-,-,0.046620029363194516,W04,MSFT-ORCL
2013-12-27,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1884105978087365,W04,MSFT-ORCL
2014-01-31,EXIT,-,-,-0.08093289407623934,W04,MSFT-ORCL
2014-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,3.007466062164788,W04,MSFT-ORCL
2014-04-04,EXIT,-,-,0.29414995776971625,W04,MSFT-ORCL
2014-06-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.220520959602639,W04,MSFT-ORCL
2014-09-03,EXIT,-,-,0.4503700251596892,W04,MSFT-ORCL
2014-09-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0135240959565914,W04,MSFT-ORCL
2014-10-13,EXIT,-,-,0.3485719217321306,W04,MSFT-ORCL
2014-12-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.307322519307638,W04,MSFT-ORCL
2015-03-09,EXIT,-,-,-0.46293204179858666,W04,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.984062062155804,W04,MSFT-ORCL
2015-06-11,EXIT,-,-,0.400569636558713,W04,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.35790835850645,W04,MSFT-ORCL
2015-08-25,EXIT,-,-,0.3689789423659288,W04,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0065769359368244,W04,MSFT-ORCL
2016-01-19,EXIT,-,-,0.43547779959305194,W04,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.571080620509322,W04,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.3874072836592637,W04,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3505352113921294,W04,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.3439369370240143,W04,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.440021062523654,W04,MSFT-ORCL
2016-11-10,EXIT,-,-,0.13913590230969017,W04,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.329219554655843,W04,MSFT-ORCL
2017-01-20,EXIT,-,-,0.2176531110780024,W04,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.331438833399027,W04,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.3870628381515927,W04,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.077204303393417,W04,MSFT-ORCL
2017-06-20,EXIT,-,-,0.26914258853249073,W04,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569201257,W04,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.48241376071351094,W04,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5302501217630176,W04,MSFT-ORCL
2018-03-06,EXIT,-,-,0.20796895320838185,W04,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.799506877663264,W04,MSFT-ORCL
2018-07-11,EXIT,-,-,0.18848792635992398,W04,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1543501277432324,W04,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.16530753908123894,W04,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3055420977149383,W04,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709166785,W04,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0760618320765465,W04,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.40404427254449876,W04,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4455560631061957,W04,MSFT-ORCL
2019-06-25,EXIT,-,-,0.40343530738360817,W04,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0360968680288583,W04,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.0839566201278614,W04,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1811563104392357,W04,MSFT-ORCL
2020-02-27,EXIT,-,-,0.35686126933911566,W04,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3745388125204507,W04,MSFT-ORCL
2020-07-23,EXIT,-,-,0.46471394619159045,W04,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.16754525771319,W04,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.38938525573157706,W04,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.685451656092312,W04,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.44050458978680346,W04,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2552981061085884,W04,MSFT-ORCL
2021-01-20,EXIT,-,-,0.24615499287715056,W04,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4585145153568915,W04,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.3244796430762222,W04,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0094383705781445,W04,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.2861223673481678,W04,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2602658521184913,W04,MSFT-ORCL
2022-05-06,EXIT,-,-,0.4989010774740103,W04,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.877337725689027,W04,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907074913,W04,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.085634776584904,W04,MSFT-ORCL
2022-08-03,EXIT,-,-,-0.3722038174812754,W04,MSFT-ORCL
2022-09-02,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1655345545153373,W04,MSFT-ORCL
2022-09-16,EXIT,-,-,-0.45422206123967457,W04,MSFT-ORCL
2022-09-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.143149870224426,W04,MSFT-ORCL
2022-10-10,EXIT,-,-,0.4694642938996001,W04,MSFT-ORCL
2022-10-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.485031532328128,W04,MSFT-ORCL
2022-12-13,EXIT,-,-,-0.28803668879862726,W04,MSFT-ORCL
2023-01-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.329221663532774,W04,MSFT-ORCL
2023-02-02,EXIT,-,-,0.19853919929245198,W04,MSFT-ORCL
2023-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2422464949531125,W04,MSFT-ORCL
2023-04-05,EXIT,-,-,0.4198179438381461,W04,MSFT-ORCL
2023-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.989788209722176,W04,MSFT-ORCL
2023-07-06,EXIT,-,-,-0.47563566431986415,W04,MSFT-ORCL
2023-09-06,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0268408466302374,W04,MSFT-ORCL
2023-09-20,EXIT,-,-,-0.008325943356311679,W04,MSFT-ORCL
2023-10-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.420742715662703,W04,MSFT-ORCL
2024-02-01,EXIT,-,-,0.26010860179378936,W04,MSFT-ORCL
2024-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.691547142219341,W04,MSFT-ORCL
2024-04-09,EXIT,-,-,-0.4768214362650416,W04,MSFT-ORCL
2024-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.1335208083524995,W04,MSFT-ORCL
2024-12-02,EXIT,-,-,-0.26786099461534646,W04,MSFT-ORCL
2024-12-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2099388733983223,W04,MSFT-ORCL
2025-01-21,EXIT,-,-,0.24924281747686122,W04,MSFT-ORCL
2025-04-08,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0639699548042683,W04,MSFT-ORCL
2025-05-13,EXIT,-,-,0.47483747395418147,W04,MSFT-ORCL
2025-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.420992485592394,W04,MSFT-ORCL
2025-08-19,EXIT,-,-,-0.43158152787534676,W04,MSFT-ORCL
2025-09-10,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-5.657114742052445,W04,MSFT-ORCL
2025-10-20,EXIT,-,-,-0.27772157029192135,W04,MSFT-ORCL
2026-01-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0185863250036222,W04,MSFT-ORCL
2026-02-13,EXIT,-,-,0.15430348743612493,W04,MSFT-ORCL
2026-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1668909804144296,W04,MSFT-ORCL
2026-04-28,EXIT,-,-,0.05759902918167835,W04,MSFT-ORCL
2026-05-04,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3730651237047637,W04,MSFT-ORCL
2001-05-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2881937894277677,W05,MSFT-ORCL
2001-06-19,EXIT,-,-,-0.28215046543129324,W05,MSFT-ORCL
2001-07-09,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0517624581391325,W05,MSFT-ORCL
2001-08-07,EXIT,-,-,-0.31071199007714273,W05,MSFT-ORCL
2001-08-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.150174879753884,W05,MSFT-ORCL
2001-09-24,EXIT,-,-,0.28423991843260543,W05,MSFT-ORCL
2002-01-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.057230690347538,W05,MSFT-ORCL
2002-03-12,EXIT,-,-,0.4897279365454099,W05,MSFT-ORCL
2002-05-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.380039518663938,W05,MSFT-ORCL
2002-06-26,EXIT,-,-,0.31229677090091074,W05,MSFT-ORCL
2002-07-17,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.086019465657444,W05,MSFT-ORCL
2002-08-30,EXIT,-,-,-0.4162515021417633,W05,MSFT-ORCL
2002-09-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2651446726499027,W05,MSFT-ORCL
2002-10-17,EXIT,-,-,-0.00261881115814755,W05,MSFT-ORCL
2002-11-11,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0364598967587786,W05,MSFT-ORCL
2002-11-15,EXIT,-,-,-0.18924393653964697,W05,MSFT-ORCL
2002-11-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2124960002684033,W05,MSFT-ORCL
2003-03-05,EXIT,-,-,-0.4610974688882717,W05,MSFT-ORCL
2003-05-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.057818969606104,W05,MSFT-ORCL
2003-06-20,EXIT,-,-,-0.10440448040981068,W05,MSFT-ORCL
2003-09-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.141503618108889,W05,MSFT-ORCL
2003-10-08,EXIT,-,-,0.342838180760495,W05,MSFT-ORCL
2004-01-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0539166511701934,W05,MSFT-ORCL
2004-02-02,EXIT,-,-,-0.3979605266222294,W05,MSFT-ORCL
2004-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.122905383310258,W05,MSFT-ORCL
2004-04-01,EXIT,-,-,0.3305589539664743,W05,MSFT-ORCL
2004-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2007281947148507,W05,MSFT-ORCL
2004-08-19,EXIT,-,-,0.4561413398174029,W05,MSFT-ORCL
2004-09-15,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0204376611410186,W05,MSFT-ORCL
2004-11-15,EXIT,-,-,-0.34644691250930953,W05,MSFT-ORCL
2004-12-13,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.2837005955812484,W05,MSFT-ORCL
2005-01-03,EXIT,-,-,-0.49782035729815854,W05,MSFT-ORCL
2005-04-07,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.458717612386517,W05,MSFT-ORCL
2005-05-13,EXIT,-,-,0.4752911991849794,W05,MSFT-ORCL
2005-06-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.462521673460493,W05,MSFT-ORCL
2005-08-02,EXIT,-,-,0.10519366376634912,W05,MSFT-ORCL
2005-11-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5654608162607615,W05,MSFT-ORCL
2005-12-12,EXIT,-,-,0.491418098021162,W05,MSFT-ORCL
2006-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.7906281521297185,W05,MSFT-ORCL
2006-07-24,EXIT,-,-,-0.3069087921208498,W05,MSFT-ORCL
2006-08-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0742846047043364,W05,MSFT-ORCL
2006-09-05,EXIT,-,-,0.2863297534669362,W05,MSFT-ORCL
2006-09-20,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.369717786281827,W05,MSFT-ORCL
2006-10-27,EXIT,-,-,-0.12495542208358215,W05,MSFT-ORCL
2006-12-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.000302399649527,W05,MSFT-ORCL
2007-02-16,EXIT,-,-,0.33414210875729516,W05,MSFT-ORCL
2007-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3436330343382763,W05,MSFT-ORCL
2007-04-27,EXIT,-,-,-0.44082266250298235,W05,MSFT-ORCL
2007-07-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2474547507341587,W05,MSFT-ORCL
2007-10-16,EXIT,-,-,-0.36597037789503273,W05,MSFT-ORCL
2007-10-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.067321096635819,W05,MSFT-ORCL
2007-12-20,EXIT,-,-,0.40039963635796905,W05,MSFT-ORCL
2008-02-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8727841805753256,W05,MSFT-ORCL
2008-03-11,EXIT,-,-,-0.4553736078614163,W05,MSFT-ORCL
2008-03-25,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.116516798513111,W05,MSFT-ORCL
2008-04-23,EXIT,-,-,-0.3556629307125934,W05,MSFT-ORCL
2008-04-28,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6656538573302386,W05,MSFT-ORCL
2008-06-26,EXIT,-,-,-0.4068418345669207,W05,MSFT-ORCL
2008-09-04,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2496321954375373,W05,MSFT-ORCL
2008-09-19,EXIT,-,-,0.04926811660078524,W05,MSFT-ORCL
2008-11-17,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.009952288924891,W05,MSFT-ORCL
2008-11-26,EXIT,-,-,-0.2916843756700742,W05,MSFT-ORCL
2008-12-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4510700376673973,W05,MSFT-ORCL
2009-01-14,EXIT,-,-,-0.3722952629954357,W05,MSFT-ORCL
2009-01-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.593773131071411,W05,MSFT-ORCL
2009-02-20,EXIT,-,-,-0.448276541157964,W05,MSFT-ORCL
2009-03-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.316137623362862,W05,MSFT-ORCL
2009-04-16,EXIT,-,-,-0.42906671411876307,W05,MSFT-ORCL
2009-04-23,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.060687039188705,W05,MSFT-ORCL
2009-04-24,EXIT,-,-,0.38376654247810754,W05,MSFT-ORCL
2009-06-12,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1424629734518637,W05,MSFT-ORCL
2009-07-08,EXIT,-,-,0.4907167802815351,W05,MSFT-ORCL
2009-09-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.9696976975814295,W05,MSFT-ORCL
2009-12-14,EXIT,-,-,0.28211560360223037,W05,MSFT-ORCL
2010-01-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.014121824176256,W05,MSFT-ORCL
2010-04-14,EXIT,-,-,-0.31278552721564207,W05,MSFT-ORCL
2010-05-04,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0215096561179644,W05,MSFT-ORCL
2010-05-24,EXIT,-,-,0.33366185781239455,W05,MSFT-ORCL
2010-06-25,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.869728800368014,W05,MSFT-ORCL
2010-08-16,EXIT,-,-,-0.46546615305599603,W05,MSFT-ORCL
2010-09-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.022179741614534,W05,MSFT-ORCL
2010-11-01,EXIT,-,-,-0.48584818811933134,W05,MSFT-ORCL
2011-01-20,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0354314787770433,W05,MSFT-ORCL
2011-06-01,EXIT,-,-,-0.3063719089468809,W05,MSFT-ORCL
2011-06-27,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4584296879948018,W05,MSFT-ORCL
2011-09-21,EXIT,-,-,-0.1558434446969198,W05,MSFT-ORCL
2011-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.061593363981364,W05,MSFT-ORCL
2011-11-23,EXIT,-,-,-0.37104408313790327,W05,MSFT-ORCL
2011-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.093493566115093,W05,MSFT-ORCL
2012-03-20,EXIT,-,-,0.4860334304223212,W05,MSFT-ORCL
2012-03-22,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0911575512755056,W05,MSFT-ORCL
2012-04-04,EXIT,-,-,0.23543150735411772,W05,MSFT-ORCL
2012-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.034413932983391,W05,MSFT-ORCL
2012-04-30,EXIT,-,-,0.2776029113888446,W05,MSFT-ORCL
2012-05-10,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.582302814939208,W05,MSFT-ORCL
2012-05-23,EXIT,-,-,0.10187575724157731,W05,MSFT-ORCL
2012-06-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6198597180251206,W05,MSFT-ORCL
2012-09-20,EXIT,-,-,-0.02756785681958497,W05,MSFT-ORCL
2012-10-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0988303152186956,W05,MSFT-ORCL
2012-10-09,EXIT,-,-,-0.46089903864503995,W05,MSFT-ORCL
2012-10-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.733631027535305,W05,MSFT-ORCL
2012-11-02,EXIT,-,-,-0.3433410890094968,W05,MSFT-ORCL
2012-11-13,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.146188708422761,W05,MSFT-ORCL
2013-02-11,EXIT,-,-,-0.4507315034409013,W05,MSFT-ORCL
2013-03-21,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.764858354382041,W05,MSFT-ORCL
2013-08-26,EXIT,-,-,0.3887277138606132,W05,MSFT-ORCL
2013-11-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.474546791086579,W05,MSFT-ORCL
2013-12-18,EXIT,-,-,0.046620029363262705,W05,MSFT-ORCL
2013-12-27,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.188410597812391,W05,MSFT-ORCL
2014-01-31,EXIT,-,-,-0.0809328940762837,W05,MSFT-ORCL
2014-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,3.0074660621754266,W05,MSFT-ORCL
2014-04-04,EXIT,-,-,0.29414995777035674,W05,MSFT-ORCL
2014-06-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2205209596143636,W05,MSFT-ORCL
2014-09-03,EXIT,-,-,0.45037002516015684,W05,MSFT-ORCL
2014-09-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0135240959590988,W05,MSFT-ORCL
2014-10-13,EXIT,-,-,0.3485719217324512,W05,MSFT-ORCL
2014-12-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3073225193138533,W05,MSFT-ORCL
2015-03-09,EXIT,-,-,-0.46293204179895314,W05,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.984062062172406,W05,MSFT-ORCL
2015-06-11,EXIT,-,-,0.4005696365589396,W05,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3579083585127423,W05,MSFT-ORCL
2015-08-25,EXIT,-,-,0.36897894236621454,W05,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0065769359412404,W05,MSFT-ORCL
2016-01-19,EXIT,-,-,0.4354777995932035,W05,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.5710806205108883,W05,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.3874072836595086,W05,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3505352113939173,W05,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.3439369370243455,W05,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4400210625297047,W05,MSFT-ORCL
2016-11-10,EXIT,-,-,0.1391359023097474,W05,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.329219554658371,W05,MSFT-ORCL
2017-01-20,EXIT,-,-,0.21765311107810825,W05,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3314388334005454,W05,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.38706283815178427,W05,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0772043033955017,W05,MSFT-ORCL
2017-06-20,EXIT,-,-,0.2691425885327197,W05,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569225473,W05,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.4824137607136463,W05,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.530250121765354,W05,MSFT-ORCL
2018-03-06,EXIT,-,-,0.2079689532083858,W05,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.79950687766305,W05,MSFT-ORCL
2018-07-11,EXIT,-,-,0.1884879263598397,W05,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1543501277365493,W05,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.1653075390807237,W05,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.305542097706575,W05,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709163396,W05,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0760618320749207,W05,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.4040442725443339,W05,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4455560631047764,W05,MSFT-ORCL
2019-06-25,EXIT,-,-,0.40343530738338085,W05,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.036096868026257,W05,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.08395662012781564,W05,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.181156310435607,W05,MSFT-ORCL
2020-02-27,EXIT,-,-,0.3568612693389854,W05,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.37453881251855,W05,MSFT-ORCL
2020-07-23,EXIT,-,-,0.46471394619080686,W05,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1675452577089707,W05,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.38938525573050736,W05,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.685451656085957,W05,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.4405045897864437,W05,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2552981061044544,W05,MSFT-ORCL
2021-01-20,EXIT,-,-,0.2461549928768473,W05,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4585145153550987,W05,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.32447964307601446,W05,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.009438370574227,W05,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.2861223673480154,W05,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.260265852112014,W05,MSFT-ORCL
2022-05-06,EXIT,-,-,0.49890107747280155,W05,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8773377256790424,W05,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907059469,W05,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0856347765769594,W05,MSFT-ORCL
