date,signal,long_leg,short_leg,zscore,window_id,selected_pair
1997-04-18,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.695456168808007,W01,MSFT-ORCL
1997-05-05,EXIT,-,-,0.47517333609774715,W01,MSFT-ORCL
1997-08-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0919982707297518,W01,MSFT-ORCL
1997-09-17,EXIT,-,-,0.10376735930358999,W01,MSFT-ORCL
1997-10-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1912007945769165,W01,MSFT-ORCL
1997-10-31,EXIT,-,-,-0.0021353326456137077,W01,MSFT-ORCL
1997-11-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5145802956381993,W01,MSFT-ORCL
1998-02-06,EXIT,-,-,0.2593103248673104,W01,MSFT-ORCL
1998-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.154297484054959,W01,MSFT-ORCL
1998-05-07,EXIT,-,-,0.26900608453486263,W01,MSFT-ORCL
1998-06-19,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.138731494301442,W01,MSFT-ORCL
1998-08-03,EXIT,-,-,0.36942860067251276,W01,MSFT-ORCL
1998-09-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1132948367483135,W01,MSFT-ORCL
1998-09-10,EXIT,-,-,0.46646148564944573,W01,MSFT-ORCL
1998-09-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.041897753883429,W01,MSFT-ORCL
1998-10-05,EXIT,-,-,-0.13208728294842118,W01,MSFT-ORCL
1998-11-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0064054550564205,W01,MSFT-ORCL
1998-12-07,EXIT,-,-,-0.20205041150417563,W01,MSFT-ORCL
1999-01-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.097964576336556,W01,MSFT-ORCL
1999-01-27,EXIT,-,-,-0.38881728801975984,W01,MSFT-ORCL
1999-02-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.556171959276094,W01,MSFT-ORCL
1999-03-11,EXIT,-,-,-0.49313623109257015,W01,MSFT-ORCL
1999-03-12,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3129133828535027,W01,MSFT-ORCL
1999-04-27,EXIT,-,-,0.4115197872029001,W01,MSFT-ORCL
1999-06-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8538667381905776,W01,MSFT-ORCL
1999-08-18,EXIT,-,-,-0.464037485268228,W01,MSFT-ORCL
1999-09-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3989862664688486,W01,MSFT-ORCL
1999-10-25,EXIT,-,-,-0.30242503448429203,W01,MSFT-ORCL
1999-11-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1818870515205555,W01,MSFT-ORCL
2000-05-24,EXIT,-,-,-0.40346494714119147,W01,MSFT-ORCL
2000-08-31,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0470479224071934,W01,MSFT-ORCL
2000-10-06,EXIT,-,-,-0.43435612297545495,W01,MSFT-ORCL
2000-10-26,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.150073393145192,W01,MSFT-ORCL
2000-11-30,EXIT,-,-,0.45448479609306985,W01,MSFT-ORCL
2001-02-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4114402629700518,W01,MSFT-ORCL
2001-04-19,EXIT,-,-,0.45140956248748504,W01,MSFT-ORCL
2001-05-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2881937894274937,W01,MSFT-ORCL
2001-06-19,EXIT,-,-,-0.28215046543124744,W01,MSFT-ORCL
2001-07-09,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0517624581388327,W01,MSFT-ORCL
2001-08-07,EXIT,-,-,-0.310711990077106,W01,MSFT-ORCL
2001-08-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.150174879753606,W01,MSFT-ORCL
2001-09-24,EXIT,-,-,0.2842399184325837,W01,MSFT-ORCL
2002-01-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0572306903468376,W01,MSFT-ORCL
2002-03-12,EXIT,-,-,0.48972793654536234,W01,MSFT-ORCL
2002-05-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3800395186638106,W01,MSFT-ORCL
2002-06-26,EXIT,-,-,0.3122967709009017,W01,MSFT-ORCL
2002-07-17,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.086019465657327,W01,MSFT-ORCL
2002-08-30,EXIT,-,-,-0.41625150214174667,W01,MSFT-ORCL
2002-09-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2651446726496234,W01,MSFT-ORCL
2002-10-17,EXIT,-,-,-0.0026188111581471967,W01,MSFT-ORCL
2002-11-11,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0364598967584806,W01,MSFT-ORCL
2002-11-15,EXIT,-,-,-0.1892439365396145,W01,MSFT-ORCL
2002-11-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2124960002680436,W01,MSFT-ORCL
2003-03-05,EXIT,-,-,-0.4610974688882273,W01,MSFT-ORCL
2003-05-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0578189696051963,W01,MSFT-ORCL
2003-06-20,EXIT,-,-,-0.1044044804097923,W01,MSFT-ORCL
2003-09-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1415036181072993,W01,MSFT-ORCL
2003-10-08,EXIT,-,-,0.34283818076042183,W01,MSFT-ORCL
2004-01-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0539166511697777,W01,MSFT-ORCL
2004-02-02,EXIT,-,-,-0.397960526622004,W01,MSFT-ORCL
2004-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1229053833088742,W01,MSFT-ORCL
2004-04-01,EXIT,-,-,0.33055895396630974,W01,MSFT-ORCL
2004-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2007281947132054,W01,MSFT-ORCL
2004-08-19,EXIT,-,-,0.45614133981735194,W01,MSFT-ORCL
2004-09-15,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.020437661140588,W01,MSFT-ORCL
2004-11-15,EXIT,-,-,-0.34644691250927173,W01,MSFT-ORCL
2004-12-13,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.283700595579117,W01,MSFT-ORCL
2005-01-03,EXIT,-,-,-0.4978203572977601,W01,MSFT-ORCL
2005-04-07,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4587176123795342,W01,MSFT-ORCL
2005-05-13,EXIT,-,-,0.47529119918481066,W01,MSFT-ORCL
2005-06-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.462521673457537,W01,MSFT-ORCL
2005-08-02,EXIT,-,-,0.10519366376630791,W01,MSFT-ORCL
2005-11-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5654608162580415,W01,MSFT-ORCL
2005-12-12,EXIT,-,-,0.4914180980210233,W01,MSFT-ORCL
2006-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.7906281521260388,W01,MSFT-ORCL
2006-07-24,EXIT,-,-,-0.30690879212020367,W01,MSFT-ORCL
2006-08-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0742846046979215,W01,MSFT-ORCL
2006-09-05,EXIT,-,-,0.28632975346626377,W01,MSFT-ORCL
2006-09-20,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3697177862759284,W01,MSFT-ORCL
2006-10-27,EXIT,-,-,-0.12495542208346604,W01,MSFT-ORCL
2006-12-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.000302399644889,W01,MSFT-ORCL
2007-02-16,EXIT,-,-,0.3341421087571403,W01,MSFT-ORCL
2007-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.343633034334699,W01,MSFT-ORCL
2007-04-27,EXIT,-,-,-0.4408226625027598,W01,MSFT-ORCL
2007-07-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2474547507298985,W01,MSFT-ORCL
2007-10-16,EXIT,-,-,-0.3659703778945737,W01,MSFT-ORCL
2007-10-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.067321096632876,W01,MSFT-ORCL
2007-12-20,EXIT,-,-,0.40039963635788844,W01,MSFT-ORCL
2008-02-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8727841805711303,W01,MSFT-ORCL
2008-03-11,EXIT,-,-,-0.45537360786100295,W01,MSFT-ORCL
2008-03-25,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1165167985108013,W01,MSFT-ORCL
2008-04-23,EXIT,-,-,-0.3556629307119378,W01,MSFT-ORCL
2008-04-28,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6656538573224684,W01,MSFT-ORCL
2008-06-26,EXIT,-,-,-0.40684183456663375,W01,MSFT-ORCL
2008-09-04,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2496321954318534,W01,MSFT-ORCL
2008-09-19,EXIT,-,-,0.04926811660074052,W01,MSFT-ORCL
2008-11-17,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0099522889231918,W01,MSFT-ORCL
2008-11-26,EXIT,-,-,-0.29168437566987593,W01,MSFT-ORCL
2008-12-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4510700376659518,W01,MSFT-ORCL
2009-01-14,EXIT,-,-,-0.37229526299515875,W01,MSFT-ORCL
2009-01-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.593773131069042,W01,MSFT-ORCL
2009-02-20,EXIT,-,-,-0.4482765411576353,W01,MSFT-ORCL
2009-03-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3161376233583955,W01,MSFT-ORCL
2009-04-16,EXIT,-,-,-0.4290667141177923,W01,MSFT-ORCL
2009-04-23,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0606870391846255,W01,MSFT-ORCL
2009-04-24,EXIT,-,-,0.3837665424773408,W01,MSFT-ORCL
2009-06-12,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.14246297344729,W01,MSFT-ORCL
2009-07-08,EXIT,-,-,0.49071678028097226,W01,MSFT-ORCL
2009-09-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.9696976975655645,W01,MSFT-ORCL
2009-12-14,EXIT,-,-,0.28211560360190435,W01,MSFT-ORCL
2010-01-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.014121824172231,W01,MSFT-ORCL
2010-04-14,EXIT,-,-,-0.31278552721406966,W01,MSFT-ORCL
2010-05-04,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.021509656095898,W01,MSFT-ORCL
2010-05-24,EXIT,-,-,0.33366185781027397,W01,MSFT-ORCL
2010-06-25,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8697288003573926,W01,MSFT-ORCL
2010-08-16,EXIT,-,-,-0.46546615305527117,W01,MSFT-ORCL
2010-09-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0221797416027965,W01,MSFT-ORCL
2010-11-01,EXIT,-,-,-0.4858481881190992,W01,MSFT-ORCL
2011-01-20,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0354314787593437,W01,MSFT-ORCL
2011-06-01,EXIT,-,-,-0.3063719089462215,W01,MSFT-ORCL
2011-06-27,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.458429687983032,W01,MSFT-ORCL
2011-09-21,EXIT,-,-,-0.15584344469681757,W01,MSFT-ORCL
2011-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.061593363978083,W01,MSFT-ORCL
2011-11-23,EXIT,-,-,-0.37104408313753845,W01,MSFT-ORCL
2011-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.093493566107265,W01,MSFT-ORCL
2012-03-20,EXIT,-,-,0.48603343042077346,W01,MSFT-ORCL
2012-03-22,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0911575512688585,W01,MSFT-ORCL
2012-04-04,EXIT,-,-,0.23543150735343282,W01,MSFT-ORCL
2012-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.034413932972724,W01,MSFT-ORCL
2012-04-30,EXIT,-,-,0.2776029113868912,W01,MSFT-ORCL
2012-05-10,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.582302814916013,W01,MSFT-ORCL
2012-05-23,EXIT,-,-,0.10187575724107134,W01,MSFT-ORCL
2012-06-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6198597180111314,W01,MSFT-ORCL
2012-09-20,EXIT,-,-,-0.02756785681948159,W01,MSFT-ORCL
2012-10-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.098830315199251,W01,MSFT-ORCL
2012-10-09,EXIT,-,-,-0.46089903863804976,W01,MSFT-ORCL
2012-10-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.7336310274878675,W01,MSFT-ORCL
2012-11-02,EXIT,-,-,-0.3433410890066205,W01,MSFT-ORCL
2012-11-13,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1461887084054223,W01,MSFT-ORCL
2013-02-11,EXIT,-,-,-0.45073150344027,W01,MSFT-ORCL
2013-03-21,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.764858354344455,W01,MSFT-ORCL
2013-08-26,EXIT,-,-,0.38872771386030835,W01,MSFT-ORCL
2013-11-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.474546791081901,W01,MSFT-ORCL
2013-12-18,EXIT,-,-,0.046620029363167184,W01,MSFT-ORCL
2013-12-27,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1884105978072688,W01,MSFT-ORCL
2014-01-31,EXIT,-,-,-0.08093289407622235,W01,MSFT-ORCL
2014-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,3.0074660621610123,W01,MSFT-ORCL
2014-04-04,EXIT,-,-,0.29414995776948566,W01,MSFT-ORCL
2014-06-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2205209595984496,W01,MSFT-ORCL
2014-09-03,EXIT,-,-,0.45037002515949875,W01,MSFT-ORCL
2014-09-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0135240959555514,W01,MSFT-ORCL
2014-10-13,EXIT,-,-,0.3485719217319834,W01,MSFT-ORCL
2014-12-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3073225193044826,W01,MSFT-ORCL
2015-03-09,EXIT,-,-,-0.46293204179844194,W01,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.9840620621497616,W01,MSFT-ORCL
2015-06-11,EXIT,-,-,0.4005696365586235,W01,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3579083585036953,W01,MSFT-ORCL
2015-08-25,EXIT,-,-,0.3689789423657936,W01,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0065769359345205,W01,MSFT-ORCL
2016-01-19,EXIT,-,-,0.4354777995929067,W01,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.5710806205076784,W01,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.38740728365905386,W01,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.350535211390637,W01,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.34393693702377476,W01,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4400210625195937,W01,MSFT-ORCL
2016-11-10,EXIT,-,-,0.13913590230962494,W01,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3292195546524224,W01,MSFT-ORCL
2017-01-20,EXIT,-,-,0.2176531110778281,W01,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.331438833396372,W01,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.3870628381513339,W01,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0772043033907126,W01,MSFT-ORCL
2017-06-20,EXIT,-,-,0.2691425885321704,W01,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569167364,W01,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.48241376071334263,W01,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5302501217604645,W01,MSFT-ORCL
2018-03-06,EXIT,-,-,0.2079689532081295,W01,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.7995068776517895,W01,MSFT-ORCL
2018-07-11,EXIT,-,-,0.18848792635981615,W01,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1543501277367074,W01,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.1653075390807361,W01,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3055420977067556,W01,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709163328,W01,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0760618320747657,W01,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.4040442725443045,W01,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.445556063104447,W01,MSFT-ORCL
2019-06-25,EXIT,-,-,0.40343530738342304,W01,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0360968680269145,W01,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.08395662012782931,W01,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.181156310436958,W01,MSFT-ORCL
2020-02-27,EXIT,-,-,0.3568612693390576,W01,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3745388125197056,W01,MSFT-ORCL
2020-07-23,EXIT,-,-,0.4647139461913008,W01,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1675452577116427,W01,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.38938525573119825,W01,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6854516560900596,W01,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.4405045897866752,W01,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.255298106107112,W01,MSFT-ORCL
2021-01-20,EXIT,-,-,0.2461549928770417,W01,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4585145153562484,W01,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.3244796430761475,W01,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0094383705766674,W01,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.28612236734811064,W01,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.260265852116076,W01,MSFT-ORCL
2022-05-06,EXIT,-,-,0.4989010774735595,W01,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8773377256853037,W01,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907069154,W01,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.085634776581941,W01,MSFT-ORCL
2022-08-03,EXIT,-,-,-0.37220381748091347,W01,MSFT-ORCL
2022-09-02,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.165534554513207,W01,MSFT-ORCL
2022-09-16,EXIT,-,-,-0.45422206123929576,W01,MSFT-ORCL
2022-09-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1431498702224503,W01,MSFT-ORCL
2022-10-10,EXIT,-,-,0.4694642938992666,W01,MSFT-ORCL
2022-10-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4850315323264973,W01,MSFT-ORCL
2022-12-13,EXIT,-,-,-0.288036688798604,W01,MSFT-ORCL
2023-01-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3292216635323917,W01,MSFT-ORCL
2023-02-02,EXIT,-,-,0.19853919929240932,W01,MSFT-ORCL
2023-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2422464949524046,W01,MSFT-ORCL
2023-04-05,EXIT,-,-,0.41981794383804844,W01,MSFT-ORCL
2023-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.9897882097194697,W01,MSFT-ORCL
2023-07-06,EXIT,-,-,-0.4756356643197273,W01,MSFT-ORCL
2023-09-06,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.026840846628279,W01,MSFT-ORCL
2023-09-20,EXIT,-,-,-0.008325943356306157,W01,MSFT-ORCL
2023-10-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.420742715661755,W01,MSFT-ORCL
2024-02-01,EXIT,-,-,0.2601086017937133,W01,MSFT-ORCL
2024-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.691547142211098,W01,MSFT-ORCL
2024-04-09,EXIT,-,-,-0.4768214362648021,W01,MSFT-ORCL
2024-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.133520808345905,W01,MSFT-ORCL
2024-12-02,EXIT,-,-,-0.26786099461529694,W01,MSFT-ORCL
2024-12-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.209938873397713,W01,MSFT-ORCL
2025-01-21,EXIT,-,-,0.2492428174768187,W01,MSFT-ORCL
2025-04-08,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0639699548038255,W01,MSFT-ORCL
2025-05-13,EXIT,-,-,0.4748374739541162,W01,MSFT-ORCL
2025-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.420992485591021,W01,MSFT-ORCL
2025-08-19,EXIT,-,-,-0.43158152787532,W01,MSFT-ORCL
2025-09-10,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-5.657114742051269,W01,MSFT-ORCL
2025-10-20,EXIT,-,-,-0.2777215702919048,W01,MSFT-ORCL
2026-01-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0185863250033806,W01,MSFT-ORCL
2026-02-13,EXIT,-,-,0.15430348743609743,W01,MSFT-ORCL
2026-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1668909804132324,W01,MSFT-ORCL
2026-04-28,EXIT,-,-,0.05759902918165916,W01,MSFT-ORCL
2026-05-04,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.373065123703924,W01,MSFT-ORCL
1998-04-23,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1542974840548945,W02,MSFT-ORCL
1998-05-07,EXIT,-,-,0.2690060845348552,W02,MSFT-ORCL
1998-06-19,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1387314943013505,W02,MSFT-ORCL
1998-08-03,EXIT,-,-,0.36942860067250377,W02,MSFT-ORCL
1998-09-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1132948367482114,W02,MSFT-ORCL
1998-09-10,EXIT,-,-,0.4664614856494085,W02,MSFT-ORCL
1998-09-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0418977538832723,W02,MSFT-ORCL
1998-10-05,EXIT,-,-,-0.13208728294841632,W02,MSFT-ORCL
1998-11-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.006405455056364,W02,MSFT-ORCL
1998-12-07,EXIT,-,-,-0.20205041150416947,W02,MSFT-ORCL
1999-01-19,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0979645763365298,W02,MSFT-ORCL
1999-01-27,EXIT,-,-,-0.3888172880197567,W02,MSFT-ORCL
1999-02-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.556171959276086,W02,MSFT-ORCL
1999-03-11,EXIT,-,-,-0.4931362310925791,W02,MSFT-ORCL
1999-03-12,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3129133828535413,W02,MSFT-ORCL
1999-04-27,EXIT,-,-,0.41151978720289883,W02,MSFT-ORCL
1999-06-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8538667381905243,W02,MSFT-ORCL
1999-08-18,EXIT,-,-,-0.46403748526822525,W02,MSFT-ORCL
1999-09-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3989862664688615,W02,MSFT-ORCL
1999-10-25,EXIT,-,-,-0.30242503448429653,W02,MSFT-ORCL
1999-11-01,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.18188705152059,W02,MSFT-ORCL
2000-05-24,EXIT,-,-,-0.40346494714121905,W02,MSFT-ORCL
2000-08-31,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0470479224075646,W02,MSFT-ORCL
2000-10-06,EXIT,-,-,-0.4343561229755439,W02,MSFT-ORCL
2000-10-26,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1500733931460223,W02,MSFT-ORCL
2000-11-30,EXIT,-,-,0.4544847960930809,W02,MSFT-ORCL
2001-02-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4114402629701366,W02,MSFT-ORCL
2001-04-19,EXIT,-,-,0.4514095624874942,W02,MSFT-ORCL
2001-05-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2881937894277535,W02,MSFT-ORCL
2001-06-19,EXIT,-,-,-0.2821504654312924,W02,MSFT-ORCL
2001-07-09,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.051762458139127,W02,MSFT-ORCL
2001-08-07,EXIT,-,-,-0.3107119900771414,W02,MSFT-ORCL
2001-08-30,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1501748797538727,W02,MSFT-ORCL
2001-09-24,EXIT,-,-,0.28423991843260477,W02,MSFT-ORCL
2002-01-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0572306903475495,W02,MSFT-ORCL
2002-03-12,EXIT,-,-,0.4897279365454089,W02,MSFT-ORCL
2002-05-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.380039518663942,W02,MSFT-ORCL
2002-06-26,EXIT,-,-,0.31229677090091384,W02,MSFT-ORCL
2002-07-17,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0860194656574937,W02,MSFT-ORCL
2002-08-30,EXIT,-,-,-0.41625150214176665,W02,MSFT-ORCL
2002-09-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2651446726499387,W02,MSFT-ORCL
2002-10-17,EXIT,-,-,-0.0026188111581475996,W02,MSFT-ORCL
2002-11-11,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0364598967588416,W02,MSFT-ORCL
2002-11-15,EXIT,-,-,-0.18924393653965482,W02,MSFT-ORCL
2002-11-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.212496000268491,W02,MSFT-ORCL
2003-03-05,EXIT,-,-,-0.46109746888826547,W02,MSFT-ORCL
2003-05-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0578189696059535,W02,MSFT-ORCL
